YEAR,DISTRICT,TRAFFIC_AREAS,STREET_NO,TIME_SHARING,AREA,S_ROADSIDE_SHELF,S_ROADSIDE_PARKING,S_OUTSIDE,S_BUILDING,D_LEGAL_SHELF,D_LEGAL_PARKING,D_LEGAL_OTHER,D_ILLEGAL,D_OUTSIDE,D_BUILDING
111,13,001,024,21,13001024,0,0,0,0,0,0,0,0,0,0
111,13,001,025,09,13001025,0,0,0,0,0,0,0,0,0,0
111,13,001,025,10,13001025,0,0,0,0,0,0,0,0,0,0
111,13,001,025,11,13001025,0,0,0,0,0,0,0,0,0,0
111,13,001,025,12,13001025,0,0,0,0,0,0,0,0,0,0
111,13,001,025,13,13001025,0,0,0,0,0,0,0,0,0,0
111,13,001,025,17,13001025,0,0,0,0,0,0,0,0,0,0
111,13,001,025,18,13001025,0,0,0,0,0,0,0,0,0,0
111,13,001,025,19,13001025,0,0,0,0,0,0,0,0,0,0
111,13,001,025,20,13001025,0,0,0,0,0,0,0,0,0,0
111,13,001,025,21,13001025,0,0,0,0,0,0,0,0,0,0
111,13,001,026,09,13001026,0,0,0,0,0,0,0,0,0,0
111,13,001,026,10,13001026,0,0,0,0,0,0,0,0,0,0
111,13,001,026,11,13001026,0,0,0,0,0,0,0,0,0,0
111,13,001,026,12,13001026,0,0,0,0,0,0,0,0,0,0
111,13,001,026,13,13001026,0,0,0,0,0,0,0,0,0,0
111,13,001,026,17,13001026,0,0,0,0,0,0,0,0,0,0
111,13,001,026,18,13001026,0,0,0,0,0,0,0,0,0,0
111,13,001,026,19,13001026,0,0,0,0,0,0,0,0,0,0
111,13,001,026,20,13001026,0,0,0,0,0,0,0,0,0,0
111,13,001,026,21,13001026,0,0,0,0,0,0,0,0,0,0
111,13,001,027,09,13001027,0,0,0,0,0,0,0,0,0,0
111,13,001,027,10,13001027,0,0,0,0,0,0,0,0,0,0
111,13,001,027,11,13001027,0,0,0,0,0,0,0,0,0,0
111,13,001,027,12,13001027,0,0,0,0,0,0,0,0,0,0
111,13,001,027,13,13001027,0,0,0,0,0,0,0,0,0,0
111,13,001,027,17,13001027,0,0,0,0,0,0,0,0,0,0
111,13,001,027,18,13001027,0,0,0,0,0,0,0,0,0,0
111,13,001,027,19,13001027,0,0,0,0,0,0,0,0,0,0
111,13,001,027,20,13001027,0,0,0,0,0,0,0,0,0,0
111,13,001,027,21,13001027,0,0,0,0,0,0,0,0,0,0
111,13,001,028,09,13001028,0,0,0,0,0,0,0,0,0,0
111,13,001,028,10,13001028,0,0,0,0,0,0,0,0,0,0
111,13,001,028,11,13001028,0,0,0,0,0,0,0,0,0,0
111,13,001,028,12,13001028,0,0,0,0,0,0,0,0,0,0
111,13,001,028,13,13001028,0,0,0,0,0,0,0,0,0,0
111,13,001,028,17,13001028,0,0,0,0,0,0,0,0,0,0
111,13,001,028,18,13001028,0,0,0,0,0,0,0,0,0,0
111,13,001,028,19,13001028,0,0,0,0,0,0,0,0,0,0
111,13,001,028,20,13001028,0,0,0,0,0,0,0,0,0,0
111,13,001,028,21,13001028,0,0,0,0,0,0,0,0,0,0
111,13,001,029,09,13001029,0,0,0,0,0,0,0,0,0,0
111,13,001,029,10,13001029,0,0,0,0,0,0,0,0,0,0
111,13,001,029,11,13001029,0,0,0,0,0,0,0,0,0,0
111,13,001,029,12,13001029,0,0,0,0,0,0,0,0,0,0
111,13,001,029,13,13001029,0,0,0,0,0,0,0,0,0,0
111,13,001,029,17,13001029,0,0,0,0,0,0,0,0,0,0
111,13,001,029,18,13001029,0,0,0,0,0,0,0,0,0,0
111,13,001,029,19,13001029,0,0,0,0,0,0,0,0,0,0
111,13,001,029,20,13001029,0,0,0,0,0,0,0,0,0,0
111,13,001,029,21,13001029,0,0,0,0,0,0,0,0,0,0
111,13,001,030,09,13001030,0,0,0,0,0,0,0,0,0,0
111,13,001,030,10,13001030,0,0,0,0,0,0,0,0,0,0
111,13,001,030,11,13001030,0,0,0,0,0,0,0,0,0,0
111,13,001,030,12,13001030,0,0,0,0,0,0,0,0,0,0
111,13,001,030,13,13001030,0,0,0,0,0,0,0,0,0,0
111,13,001,030,17,13001030,0,0,0,0,0,0,0,0,0,0
111,13,001,030,18,13001030,0,0,0,0,0,0,0,0,0,0
111,13,001,030,19,13001030,0,0,0,0,0,0,0,0,0,0
111,13,001,030,20,13001030,0,0,0,0,0,0,0,0,0,0
111,13,001,030,21,13001030,0,0,0,0,0,0,0,0,0,0
111,13,001,031,09,13001031,0,0,0,0,0,0,0,0,0,0
111,13,001,031,10,13001031,0,0,0,0,0,0,0,0,0,0
111,13,001,031,11,13001031,0,0,0,0,0,0,0,0,0,0
111,13,001,031,12,13001031,0,0,0,0,0,0,0,0,0,0
